Wk,Date,Rk,School,Prev,Chng,1st,Conf
17,Final,1,Nebraska,1,,51,Big 8
17,Final,2,Penn State,2,,10,Big Ten
17,Final,3,Colorado,4,1,,Big 8
17,Final,4,Florida State,7,3,,ACC
17,Final,5,Alabama,6,1,,SEC (West)
17,Final,6,Miami (FL),3,3,,Big East
17,Final,7,Florida,5,2,,SEC (East)
17,Final,8,Texas A&M,8,,,SWC
17,Final,9,Auburn,9,,,SEC (West)
17,Final,10,Utah,14,4,,WAC
17,Final,11,Oregon,12,1,,Pac-10
17,Final,12,Michigan,20,8,,Big Ten
17,Final,13,USC,21,8,,Pac-10
17,Final,14,Ohio State,13,1,,Big Ten
17,Final,15,Virginia,18,3,,ACC
17,Final,16,Colorado State,10,6,,WAC
17,Final,17,North Carolina State,23,6,,ACC
17,Final,18,BYU,22,4,,WAC
17,Final,19,Kansas State,11,8,,Big 8
17,Final,20,Arizona,15,5,,Pac-10
17,Final,21,Washington State,24,3,,Pac-10
17,Final,22,Tennessee,,,,SEC (East)
17,Final,23,Boston College,,,,Big East
17,Final,24,Mississippi State,16,8,,SEC (West)
17,Final,25,Texas,,,,SWC
16,1994-12-06,1,Nebraska (12-0-0),1,,38,Big 8
16,1994-12-06,2,Penn State (11-0-0),2,,24,Big Ten
16,1994-12-06,3,Miami (FL) (10-1-0),4,1,,Big East
16,1994-12-06,4,Colorado (10-1-0),5,1,,Big 8
16,1994-12-06,5,Florida (10-1-1),6,1,,SEC (East)
16,1994-12-06,6,Alabama (11-1-0),3,3,,SEC (West)
16,1994-12-06,7,Florida State (9-1-1),7,,,ACC
16,1994-12-06,8,Texas A&M (10-0-1),8,,,SWC
16,1994-12-06,9,Auburn (9-1-1),9,,,SEC (West)
16,1994-12-06,10,Colorado State (10-1-0),10,,,WAC
16,1994-12-06,11,Kansas State (9-2-0),11,,,Big 8
16,1994-12-06,12,Oregon (9-3-0),12,,,Pac-10
16,1994-12-06,13,Ohio State (9-3-0),13,,,Big Ten
16,1994-12-06,14,Utah (9-2-0),14,,,WAC
16,1994-12-06,15,Arizona (8-3-0),15,,,Pac-10
16,1994-12-06,16,Mississippi State (8-3-0),16,,,SEC (West)
16,1994-12-06,17,Virginia Tech (8-3-0),17,,,Big East
16,1994-12-06,18,Virginia (8-3-0),19,1,,ACC
16,1994-12-06,19,North Carolina (8-3-0),18,1,,ACC
16,1994-12-06,20,Michigan (7-4-0),20,,,Big Ten
16,1994-12-06,21,USC (7-3-1),21,,,Pac-10
16,1994-12-06,22,BYU (9-3-0),22,,,WAC
16,1994-12-06,23,North Carolina State (8-3-0),23,,,ACC
16,1994-12-06,24,Washington State (7-4-0),24,,,Pac-10
16,1994-12-06,25,Duke (8-3-0),25,,,ACC
15,1994-11-29,1,Nebraska (12-0-0),1,,38,Big 8
15,1994-11-29,2,Penn State (11-0-0),2,,23,Big Ten
15,1994-11-29,3,Alabama (11-0-0),3,,1,SEC (West)
15,1994-11-29,4,Miami (FL) (10-1-0),5,1,,Big East
15,1994-11-29,5,Colorado (10-1-0),6,1,,Big 8
15,1994-11-29,6,Florida (9-1-1),4,2,,SEC (East)
15,1994-11-29,7,Florida State (9-1-1),7,,,ACC
15,1994-11-29,8,Texas A&M (10-0-1),8,,,SWC
15,1994-11-29,9,Auburn (9-1-1),9,,,SEC (West)
15,1994-11-29,10,Colorado State (10-1-0),10,,,WAC
15,1994-11-29,11,Kansas State (9-2-0),11,,,Big 8
15,1994-11-29,12,Oregon (9-3-0),12,,,Pac-10
15,1994-11-29,13,Ohio State (9-3-0),14,1,,Big Ten
15,1994-11-29,14,Utah (9-2-0),15,1,,WAC
15,1994-11-29,15,Arizona (8-3-0),16,1,,Pac-10
15,1994-11-29,16,Mississippi State (8-3-0),19,3,,SEC (West)
15,1994-11-29,17,Virginia Tech (8-3-0),18,1,,Big East
15,1994-11-29,18,North Carolina (8-3-0),21,3,,ACC
15,1994-11-29,19,Virginia (8-3-0),13,6,,ACC
15,1994-11-29,20,Michigan (7-4-0),20,,,Big Ten
15,1994-11-29,21,USC (7-3-1),17,4,,Pac-10
15,1994-11-29,22,BYU (9-3-0),23,1,,WAC
15,1994-11-29,23,North Carolina State (8-3-0),,,,ACC
15,1994-11-29,24,Washington State (7-4-0),24,,,Pac-10
15,1994-11-29,25,Duke (8-3-0),,,,ACC
14,1994-11-22,1,Nebraska (11-0-0),1,,39,Big 8
14,1994-11-22,2,Penn State (10-0-0),2,,22,Big Ten
14,1994-11-22,3,Alabama (11-0-0),4,1,1,SEC (West)
14,1994-11-22,4,Florida (9-1-0),3,1,,SEC (East)
14,1994-11-22,5,Miami (FL) (9-1-0),5,,,Big East
14,1994-11-22,6,Colorado (10-1-0),7,1,,Big 8
14,1994-11-22,7,Florida State (9-1-0),8,1,,ACC
14,1994-11-22,8,Texas A&M (10-0-1),9,1,,SWC
14,1994-11-22,9,Auburn (9-1-1),6,3,,SEC (West)
14,1994-11-22,10,Colorado State (10-1-0),10,,,WAC
14,1994-11-22,11,Kansas State (8-2-0),11,,,Big 8
14,1994-11-22,12,Oregon (9-3-0),12,,,Pac-10
14,1994-11-22,13,Virginia (8-2-0),16,3,,ACC
14,1994-11-22,14,Ohio State (9-3-0),22,8,,Big Ten
14,1994-11-22,15,Utah (9-2-0),21,6,,WAC
14,1994-11-22,16,Arizona (7-3-0),19,3,,Pac-10
14,1994-11-22,17,USC (7-3-0),13,4,,Pac-10
14,1994-11-22,18,Virginia Tech (8-3-0),14,4,,Big East
14,1994-11-22,19,Mississippi State (7-3-0),23,4,,SEC (West)
14,1994-11-22,20,Michigan (7-4-0),15,5,,Big Ten
14,1994-11-22,21,North Carolina (8-3-0),,,,ACC
14,1994-11-22,22,Syracuse (7-3-0),,,,Big East
14,1994-11-22,23,BYU (9-3-0),20,3,,WAC
14,1994-11-22,24,Washington State (7-4-0),,,,Pac-10
14,1994-11-22,25,Boston College (6-3-1),17,8,,Big East
13,1994-11-15,1,Nebraska (11-0-0),1,,39,Big 8
13,1994-11-15,2,Penn State (9-0-0),2,,23,Big Ten
13,1994-11-15,3,Florida (8-1-0),4,1,,SEC (East)
13,1994-11-15,4,Alabama (10-0-0),6,2,,SEC (West)
13,1994-11-15,5,Miami (FL) (8-1-0),5,,,Big East
13,1994-11-15,6,Auburn (9-0-1),3,3,,SEC (West)
13,1994-11-15,7,Colorado (9-1-0),7,,,Big 8
13,1994-11-15,8,Florida State (8-1-0),8,,,ACC
13,1994-11-15,9,Texas A&M (9-0-1),9,,,SWC
13,1994-11-15,10,Colorado State (9-1-0),10,,,WAC
13,1994-11-15,11,Kansas State (7-2-0),11,,,Big 8
13,1994-11-15,12,Oregon (8-3-0),15,3,,Pac-10
13,1994-11-15,13,USC (7-2-0),17,4,,Pac-10
13,1994-11-15,14,Virginia Tech (8-2-0),16,2,,Big East
13,1994-11-15,15,Michigan (7-3-0),19,4,,Big Ten
13,1994-11-15,16,Virginia (7-2-0),21,5,,ACC
13,1994-11-15,17,Boston College (6-2-1),25,8,,Big East
13,1994-11-15,18,Washington (7-3-0),22,4,,Pac-10
13,1994-11-15,19,Arizona (7-3-0),13,6,,Pac-10
13,1994-11-15,20,BYU (9-2-0),23,3,,WAC
13,1994-11-15,21,Utah (8-2-0),12,9,,WAC
13,1994-11-15,22,Ohio State (8-3-0),,,,Big Ten
13,1994-11-15,23,Mississippi State (7-3-0),20,3,,SEC (West)
13,1994-11-15,24,Duke (8-2-0),18,6,,ACC
13,1994-11-15,25,North Carolina State (7-2-0),,,,ACC
12,1994-11-08,1,Nebraska (10-0-0),1,,39,Big 8
12,1994-11-08,2,Penn State (8-0-0),2,,22,Big Ten
12,1994-11-08,3,Auburn (9-0-0),3,,1,SEC (West)
12,1994-11-08,4,Florida (7-1-0),4,,,SEC (East)
12,1994-11-08,5,Miami (FL) (7-1-0),5,,,Big East
12,1994-11-08,6,Alabama (9-0-0),6,,,SEC (West)
12,1994-11-08,7,Colorado (8-1-0),7,,,Big 8
12,1994-11-08,8,Florida State (7-1-0),8,,,ACC
12,1994-11-08,9,Texas A&M (8-0-1),11,2,,SWC
12,1994-11-08,10,Colorado State (8-1-0),14,4,,WAC
