Wk,Date,Rk,School,Prev,Chng,1st,Conf
15,2016-12-04,22,Pitt (8-4),24,2,,ACC (Coastal)
15,2016-12-04,23,Temple (10-3),,,,American (East)
15,2016-12-04,24,Nebraska (9-3),23,1,,Big Ten (West)
15,2016-12-04,25,South Florida (10-2),24,1,,American (East)
14,2016-11-27,1,Alabama (12-0),1,,61,SEC (West)
14,2016-11-27,2,Ohio State (11-1),2,,,Big Ten (East)
14,2016-11-27,3,Clemson (11-1),4,1,,ACC (Atlantic)
14,2016-11-27,4,Washington (11-1),6,2,,Pac-12 (North)
14,2016-11-27,5,Michigan (10-2),3,2,,Big Ten (East)
14,2016-11-27,6,Wisconsin (10-2),5,1,,Big Ten (West)
14,2016-11-27,7,Oklahoma (9-2),7,,,Big 12
14,2016-11-27,8,Penn State (10-2),8,,,Big Ten (East)
14,2016-11-27,9,Colorado (10-2),9,,,Pac-12 (South)
14,2016-11-27,10,USC (9-3),12,2,,Pac-12 (South)
14,2016-11-27,11,Oklahoma State (9-2),10,1,,Big 12
14,2016-11-27,12,Florida State (9-3),15,3,,ACC (Atlantic)
14,2016-11-27,13,Western Michigan (12-0),14,1,,MAC (West)
14,2016-11-27,14,West Virginia (9-2),19,5,,Big 12
14,2016-11-27,15,Florida (8-3),13,2,,SEC (East)
14,2016-11-27,16,Louisville (9-3),11,5,,ACC (Atlantic)
14,2016-11-27,17,Stanford (9-3),,,,Pac-12 (North)
14,2016-11-27,18,Auburn (8-4),16,2,,SEC (West)
14,2016-11-27,19,Virginia Tech (9-3),,,,ACC (Coastal)
14,2016-11-27,20,Navy (9-2),,,,American (West)
14,2016-11-27,21,LSU (7-4),25,4,,SEC (West)
14,2016-11-27,22,Iowa (8-4),,,,Big Ten (West)
14,2016-11-27,23,Nebraska (9-3),17,6,,Big Ten (West)
14,2016-11-27,24,Pitt (8-4),,,,ACC (Coastal)
14,2016-11-27,24,South Florida (10-2),,,,American (East)
13,2016-11-20,1,Alabama (11-0),1,,61,SEC (West)
13,2016-11-20,2,Ohio State (10-1),2,,,Big Ten (East)
13,2016-11-20,3,Michigan (10-1),4,1,,Big Ten (East)
13,2016-11-20,4,Clemson (10-1),5,1,,ACC (Atlantic)
13,2016-11-20,5,Wisconsin (9-2),6,1,,Big Ten (West)
13,2016-11-20,6,Washington (10-1),7,1,,Pac-12 (North)
13,2016-11-20,7,Oklahoma (9-2),8,1,,Big 12
13,2016-11-20,8,Penn State (9-2),9,1,,Big Ten (East)
13,2016-11-20,9,Colorado (9-2),12,3,,Pac-12 (South)
13,2016-11-20,10,Oklahoma State (9-2),13,3,,Big 12
13,2016-11-20,11,Louisville (9-2),3,8,,ACC (Atlantic)
13,2016-11-20,12,USC (8-3),15,3,,Pac-12 (South)
13,2016-11-20,13,Florida (8-2),21,8,,SEC (East)
13,2016-11-20,14,Western Michigan (11-0),14,,,MAC (West)
13,2016-11-20,15,Florida State (8-3),17,2,,ACC (Atlantic)
13,2016-11-20,16,Auburn (8-3),18,2,,SEC (West)
13,2016-11-20,17,Nebraska (9-2),19,2,,Big Ten (West)
13,2016-11-20,18,Houston (9-2),,,,American (West)
13,2016-11-20,19,West Virginia (8-2),10,9,,Big 12
13,2016-11-20,20,Boise State (10-1),22,2,,MWC (Mountain)
13,2016-11-20,21,Utah (8-3),11,10,,Pac-12 (South)
13,2016-11-20,22,Texas A&M (8-3),23,1,,SEC (West)
13,2016-11-20,23,Washington State (8-3),20,3,,Pac-12 (North)
13,2016-11-20,24,Tennessee (8-3),,,,SEC (East)
13,2016-11-20,25,LSU (6-4),16,9,,SEC (West)
12,2016-11-13,1,Alabama (10-0),1,,61,SEC (West)
12,2016-11-13,2,Ohio State (9-1),6,4,,Big Ten (East)
12,2016-11-13,3,Louisville (9-1),5,2,,ACC (Atlantic)
12,2016-11-13,4,Michigan (9-1),2,2,,Big Ten (East)
12,2016-11-13,5,Clemson (9-1),3,2,,ACC (Atlantic)
12,2016-11-13,6,Wisconsin (8-2),7,1,,Big Ten (West)
12,2016-11-13,7,Washington (9-1),4,3,,Pac-12 (North)
12,2016-11-13,8,Oklahoma (8-2),9,1,,Big 12
12,2016-11-13,9,Penn State (8-2),12,3,,Big Ten (East)
12,2016-11-13,10,West Virginia (8-1),11,1,,Big 12
12,2016-11-13,11,Utah (8-2),13,2,,Pac-12 (South)
12,2016-11-13,12,Colorado (8-2),16,4,,Pac-12 (South)
12,2016-11-13,13,Oklahoma State (8-2),17,4,,Big 12
12,2016-11-13,14,Western Michigan (10-0),14,,,MAC (West)
12,2016-11-13,15,USC (7-3),,,,Pac-12 (South)
12,2016-11-13,16,LSU (6-3),19,3,,SEC (West)
12,2016-11-13,17,Florida State (7-3),20,3,,ACC (Atlantic)
12,2016-11-13,18,Auburn (7-3),8,10,,SEC (West)
12,2016-11-13,19,Nebraska (8-2),21,2,,Big Ten (West)
12,2016-11-13,20,Washington State (8-2),23,3,,Pac-12 (North)
12,2016-11-13,21,Florida (7-2),22,1,,SEC (East)
12,2016-11-13,22,Boise State (9-1),24,2,,MWC (Mountain)
12,2016-11-13,23,Texas A&M (7-3),10,13,,SEC (West)
12,2016-11-13,24,San Diego State (9-1),,,,MWC (West)
12,2016-11-13,25,Troy (8-1),,,,Sun Belt
11,2016-11-06,1,Alabama (9-0),1,,60,SEC (West)
11,2016-11-06,2,Michigan (9-0),2,,1,Big Ten (East)
11,2016-11-06,3,Clemson (9-0),3,,,ACC (Atlantic)
11,2016-11-06,4,Washington (9-0),4,,,Pac-12 (North)
11,2016-11-06,5,Louisville (8-1),5,,,ACC (Atlantic)
11,2016-11-06,6,Ohio State (8-1),6,,,Big Ten (East)
11,2016-11-06,7,Wisconsin (7-2),8,1,,Big Ten (West)
11,2016-11-06,8,Auburn (7-2),11,3,,SEC (West)
11,2016-11-06,9,Oklahoma (7-2),12,3,,Big 12
11,2016-11-06,10,Texas A&M (7-2),7,3,,SEC (West)
11,2016-11-06,11,West Virginia (7-1),14,3,,Big 12
11,2016-11-06,12,Penn State (7-2),20,8,,Big Ten (East)
11,2016-11-06,13,Utah (7-2),16,3,,Pac-12 (South)
11,2016-11-06,14,Western Michigan (9-0),17,3,,MAC (West)
11,2016-11-06,15,North Carolina (7-2),18,3,,ACC (Coastal)
11,2016-11-06,16,Colorado (7-2),21,5,,Pac-12 (South)
11,2016-11-06,17,Oklahoma State (7-2),22,5,,Big 12
11,2016-11-06,18,Virginia Tech (7-2),23,5,,ACC (Coastal)
11,2016-11-06,19,LSU (5-3),15,4,,SEC (West)
11,2016-11-06,20,Florida State (6-3),19,1,,ACC (Atlantic)
11,2016-11-06,21,Nebraska (7-2),9,12,,Big Ten (West)
11,2016-11-06,22,Florida (6-2),10,12,,SEC (East)
11,2016-11-06,23,Washington State (7-2),25,2,,Pac-12 (North)
11,2016-11-06,24,Boise State (8-1),24,,,MWC (Mountain)
11,2016-11-06,25,Baylor (6-2),13,12,,Big 12
10,2016-10-30,1,Alabama (8-0),1,,60,SEC (West)
10,2016-10-30,2,Michigan (8-0),2,,1,Big Ten (East)
10,2016-10-30,3,Clemson (8-0),3,,,ACC (Atlantic)
10,2016-10-30,4,Washington (8-0),4,,,Pac-12 (North)
10,2016-10-30,5,Louisville (7-1),5,,,ACC (Atlantic)
10,2016-10-30,6,Ohio State (7-1),6,,,Big Ten (East)
10,2016-10-30,7,Texas A&M (7-1),9,2,,SEC (West)
10,2016-10-30,8,Wisconsin (6-2),11,3,,Big Ten (West)
10,2016-10-30,9,Nebraska (7-1),7,2,,Big Ten (West)
10,2016-10-30,10,Florida (6-1),14,4,,SEC (East)
10,2016-10-30,11,Auburn (6-2),15,4,,SEC (West)
10,2016-10-30,12,Oklahoma (6-2),16,4,,Big 12
10,2016-10-30,13,Baylor (6-1),8,5,,Big 12
10,2016-10-30,14,West Virginia (6-1),10,4,,Big 12
10,2016-10-30,15,LSU (5-2),19,4,,SEC (West)
10,2016-10-30,16,Utah (7-2),17,1,,Pac-12 (South)
10,2016-10-30,17,Western Michigan (8-0),20,3,,MAC (West)
10,2016-10-30,18,North Carolina (6-2),21,3,,ACC (Coastal)
10,2016-10-30,19,Florida State (5-3),12,7,,ACC (Atlantic)
10,2016-10-30,20,Penn State (6-2),24,4,,Big Ten (East)
10,2016-10-30,21,Colorado (6-2),23,2,,Pac-12 (South)
10,2016-10-30,22,Oklahoma State (6-2),,,,Big 12
10,2016-10-30,23,Virginia Tech (6-2),25,2,,ACC (Coastal)
10,2016-10-30,24,Boise State (7-1),13,11,,MWC (Mountain)
10,2016-10-30,25,Washington State (6-2),,,,Pac-12 (North)
9,2016-10-23,1,Alabama (8-0),1,,60,SEC (West)
9,2016-10-23,2,Michigan (7-0),3,1,1,Big Ten (East)
9,2016-10-23,3,Clemson (7-0),4,1,,ACC (Atlantic)
9,2016-10-23,4,Washington (7-0),5,1,,Pac-12 (North)
9,2016-10-23,5,Louisville (6-1),7,2,,ACC (Atlantic)
9,2016-10-23,6,Ohio State (6-1),2,4,,Big Ten (East)
9,2016-10-23,7,Nebraska (7-0),8,1,,Big Ten (West)
9,2016-10-23,8,Baylor (6-0),9,1,,Big 12
9,2016-10-23,9,Texas A&M (6-1),6,3,,SEC (West)
9,2016-10-23,10,West Virginia (6-0),12,2,,Big 12
9,2016-10-23,11,Wisconsin (5-2),10,1,,Big Ten (West)
9,2016-10-23,12,Florida State (5-2),13,1,,ACC (Atlantic)
9,2016-10-23,13,Boise State (7-0),14,1,,MWC (Mountain)
9,2016-10-23,14,Florida (5-1),15,1,,SEC (East)
9,2016-10-23,15,Auburn (5-2),21,6,,SEC (West)
9,2016-10-23,16,Oklahoma (5-2),16,,,Big 12
9,2016-10-23,17,Utah (7-1),19,2,,Pac-12 (South)
9,2016-10-23,18,Tennessee (5-2),18,,,SEC (East)
9,2016-10-23,19,LSU (5-2),25,6,,SEC (West)
9,2016-10-23,20,Western Michigan (8-0),20,,,MAC (West)
9,2016-10-23,21,North Carolina (6-2),22,1,,ACC (Coastal)
9,2016-10-23,22,Navy (5-1),24,2,,American (West)
9,2016-10-23,23,Colorado (6-2),,,,Pac-12 (South)
9,2016-10-23,24,Penn State (5-2),,,,Big Ten (East)
9,2016-10-23,25,Virginia Tech (5-2),,,,ACC (Coastal)
8,2016-10-16,1,Alabama (7-0),1,,60,SEC (West)
8,2016-10-16,2,Ohio State (6-0),2,,,Big Ten (East)
8,2016-10-16,3,Michigan (6-0),4,1,1,Big Ten (East)
8,2016-10-16,4,Clemson (7-0),3,1,2,ACC (Atlantic)
8,2016-10-16,5,Washington (6-0),5,,,Pac-12 (North)
8,2016-10-16,6,Texas A&M (6-0),6,,,SEC (West)
8,2016-10-16,7,Louisville (5-1),7,,,ACC (Atlantic)
8,2016-10-16,8,Nebraska (6-0),10,2,,Big Ten (West)
8,2016-10-16,9,Baylor (6-0),11,2,,Big 12
8,2016-10-16,10,Wisconsin (4-2),8,2,,Big Ten (West)
8,2016-10-16,11,Houston (6-1),13,2,,American (West)
8,2016-10-16,12,West Virginia (5-0),20,8,,Big 12
8,2016-10-16,13,Florida State (5-2),14,1,,ACC (Atlantic)
8,2016-10-16,14,Boise State (6-0),15,1,,MWC (Mountain)
8,2016-10-16,15,Florida (5-1),18,3,,SEC (East)
8,2016-10-16,16,Oklahoma (4-2),19,3,,Big 12
8,2016-10-16,17,Arkansas (5-2),22,5,,SEC (West)
8,2016-10-16,18,Tennessee (5-2),9,9,,SEC (East)
8,2016-10-16,19,Utah (6-1),21,2,,Pac-12 (South)
8,2016-10-16,20,Western Michigan (7-0),24,4,,MAC (West)
8,2016-10-16,21,Auburn (4-2),23,2,,SEC (West)
8,2016-10-16,22,North Carolina (5-2),,,,ACC (Coastal)
8,2016-10-16,23,Ole Miss (3-3),12,11,,SEC (West)
8,2016-10-16,24,Navy (4-1),25,1,,American (West)
8,2016-10-16,25,LSU (4-2),,,,SEC (West)
7,2016-10-10,1,Alabama (6-0),1,,56,SEC (West)
7,2016-10-10,2,Ohio State (5-0),2,,2,Big Ten (East)
7,2016-10-10,3,Clemson (6-0),3,,2,ACC (Atlantic)
7,2016-10-10,4,Michigan (6-0),4,,1,Big Ten (East)
7,2016-10-10,5,Washington (6-0),5,,,Pac-12 (North)
7,2016-10-10,6,Texas A&M (6-0),8,2,,SEC (West)
7,2016-10-10,7,Louisville (4-1),7,,,ACC (Atlantic)
7,2016-10-10,8,Wisconsin (4-1),11,3,,Big Ten (West)
7,2016-10-10,9,Tennessee (5-1),9,,,SEC (East)
7,2016-10-10,10,Nebraska (5-0),12,2,,Big Ten (West)
7,2016-10-10,11,Baylor (5-0),13,2,,Big 12
7,2016-10-10,12,Ole Miss (3-2),14,2,,SEC (West)
7,2016-10-10,13,Houston (5-1),6,7,,American (West)
7,2016-10-10,14,Florida State (4-2),23,9,,ACC (Atlantic)
7,2016-10-10,15,Boise State (5-0),19,4,,MWC (Mountain)
7,2016-10-10,16,Miami (FL) (4-1),10,6,,ACC (Coastal)
7,2016-10-10,17,Virginia Tech (4-1),25,8,,ACC (Coastal)
7,2016-10-10,18,Florida (4-1),18,,,SEC (East)
7,2016-10-10,19,Oklahoma (3-2),20,1,,Big 12
7,2016-10-10,20,West Virginia (4-0),22,2,,Big 12
7,2016-10-10,21,Utah (5-1),24,3,,Pac-12 (South)
7,2016-10-10,22,Arkansas (4-2),16,6,,SEC (West)
7,2016-10-10,23,Auburn (4-2),,,,SEC (West)
7,2016-10-10,24,Western Michigan (6-0),,,,MAC (West)
7,2016-10-10,25,Navy (4-1),,,,American (West)
6,2016-10-02,1,Alabama (5-0),1,,53,SEC (West)
6,2016-10-02,2,Ohio State (4-0),2,,6,Big Ten (East)
6,2016-10-02,3,Clemson (5-0),5,2,1,ACC (Atlantic)
6,2016-10-02,4,Michigan (5-0),4,,1,Big Ten (East)
6,2016-10-02,5,Washington (5-0),10,5,,Pac-12 (North)
6,2016-10-02,6,Houston (5-0),6,,,American (West)
6,2016-10-02,7,Louisville (4-1),3,4,6,ACC (Atlantic)
6,2016-10-02,8,Texas A&M (5-0),9,1,,SEC (West)
6,2016-10-02,9,Tennessee (5-0),11,2,,SEC (East)
6,2016-10-02,10,Miami (FL) (4-0),14,4,,ACC (Coastal)
6,2016-10-02,11,Wisconsin (4-1),8,3,,Big Ten (West)
6,2016-10-02,12,Nebraska (5-0),15,3,821,Big Ten (West)
6,2016-10-02,13,Baylor (5-0),13,,,Big 12
6,2016-10-02,14,Ole Miss (3-2),16,2,,SEC (West)
6,2016-10-02,15,Stanford (3-1),7,8,,Pac-12 (North)
6,2016-10-02,16,Arkansas (4-1),20,4,,SEC (West)
6,2016-10-02,17,North Carolina (4-1),,,,ACC (Coastal)
6,2016-10-02,18,Florida (4-1),23,5,,SEC (East)
6,2016-10-02,19,Boise State (4-0),24,5,,MWC (Mountain)
6,2016-10-02,20,Oklahoma (2-2),,,,Big 12
6,2016-10-02,21,Colorado (4-1),,,,Pac-12 (South)
6,2016-10-02,22,West Virginia (4-0),,,,Big 12
6,2016-10-02,23,Florida State (3-2),12,11,,ACC (Atlantic)
6,2016-10-02,24,Utah (4-1),18,6,,Pac-12 (South)
6,2016-10-02,25,Virginia Tech (3-1),,,,ACC (Coastal)
5,2016-09-25,1,Alabama (4-0),1,,50,SEC (West)
5,2016-09-25,2,Ohio State (3-0),2,,4,Big Ten (East)
5,2016-09-25,3,Louisville (4-0),3,,6,ACC (Atlantic)
5,2016-09-25,4,Michigan (4-0),4,,1,Big Ten (East)
5,2016-09-25,5,Clemson (4-0),5,,,ACC (Atlantic)
5,2016-09-25,6,Houston (4-0),6,,,American (West)
5,2016-09-25,7,Stanford (3-0),7,,,Pac-12 (North)
5,2016-09-25,8,Wisconsin (4-0),11,3,,Big Ten (West)
5,2016-09-25,9,Texas A&M (4-0),10,1,,SEC (West)
5,2016-09-25,10,Washington (4-0),9,1,,Pac-12 (North)
5,2016-09-25,11,Tennessee (4-0),14,3,,SEC (East)
5,2016-09-25,12,Florida State (3-1),13,1,,ACC (Atlantic)
5,2016-09-25,13,Baylor (4-0),16,3,,Big 12
5,2016-09-25,14,Miami (FL) (3-0),15,1,,ACC (Coastal)
5,2016-09-25,15,Nebraska (4-0),20,5,,Big Ten (West)
5,2016-09-25,16,Ole Miss (2-2),23,7,,SEC (West)
5,2016-09-25,17,Michigan State (2-1),8,9,,Big Ten (East)
5,2016-09-25,18,Utah (4-0),24,6,,Pac-12 (South)
5,2016-09-25,19,San Diego State (3-0),22,3,,MWC (West)
5,2016-09-25,20,Arkansas (3-1),17,3,,SEC (West)
5,2016-09-25,21,Texas Christian (3-1),,,,Big 12
5,2016-09-25,22,Texas (2-1),21,1,,Big 12
5,2016-09-25,23,Florida (3-1),19,4,,SEC (East)
5,2016-09-25,24,Boise State (3-0),,,,MWC (Mountain)
5,2016-09-25,25,Georgia (3-1),12,13,,SEC (East)
4,2016-09-18,1,Alabama (3-0),1,,50,SEC (West)
4,2016-09-18,2,Ohio State (3-0),3,1,4,Big Ten (East)
4,2016-09-18,3,Louisville (3-0),10,7,6,ACC (Atlantic)
4,2016-09-18,4,Michigan (3-0),4,,1,Big Ten (East)
4,2016-09-18,5,Clemson (3-0),5,,,ACC (Atlantic)
4,2016-09-18,6,Houston (3-0),6,,,American (West)
4,2016-09-18,7,Stanford (2-0),7,,,Pac-12 (North)
4,2016-09-18,8,Michigan State (2-0),12,4,,Big Ten (East)
4,2016-09-18,9,Washington (3-0),8,1,,Pac-12 (North)
4,2016-09-18,10,Texas A&M (3-0),17,7,,SEC (West)
4,2016-09-18,11,Wisconsin (3-0),9,2,,Big Ten (West)
4,2016-09-18,12,Georgia (3-0),16,4,,SEC (East)
4,2016-09-18,13,Florida State (2-1),2,11,,ACC (Atlantic)
4,2016-09-18,14,Tennessee (3-0),15,1,,SEC (East)
4,2016-09-18,15,Miami (FL) (3-0),25,10,,ACC (Coastal)
4,2016-09-18,16,Baylor (3-0),21,5,,Big 12
4,2016-09-18,17,Arkansas (3-0),24,7,,SEC (West)
4,2016-09-18,18,LSU (2-1),20,2,,SEC (West)
4,2016-09-18,19,Florida (3-0),23,4,,SEC (East)
4,2016-09-18,20,Nebraska (3-0),,,,Big Ten (West)
4,2016-09-18,21,Texas (2-1),11,10,,Big 12
4,2016-09-18,22,San Diego State (3-0),,,,MWC (West)
4,2016-09-18,23,Ole Miss (1-2),19,4,,SEC (West)
4,2016-09-18,24,Utah (3-0),,,,Pac-12 (South)
4,2016-09-18,25,Oklahoma (1-2),14,11,,Big 12
3,2016-09-11,1,Alabama (2-0),1,,1520,SEC (West)
3,2016-09-11,2,Florida State (2-0),3,1,1437,ACC (Atlantic)
3,2016-09-11,3,Ohio State (2-0),4,1,,Big Ten (East)
3,2016-09-11,4,Michigan (2-0),5,1,1,Big Ten (East)
3,2016-09-11,5,Clemson (2-0),2,3,,ACC (Atlantic)
3,2016-09-11,6,Houston (2-0),6,,,American (West)
3,2016-09-11,7,Stanford (1-0),7,,,Pac-12 (North)
3,2016-09-11,8,Washington (2-0),8,,,Pac-12 (North)
3,2016-09-11,9,Wisconsin (2-0),10,1,,Big Ten (West)
3,2016-09-11,10,Louisville (2-0),13,3,,ACC (Atlantic)
3,2016-09-11,11,Texas (2-0),11,,,Big 12
3,2016-09-11,12,Michigan State (1-0),12,,,Big Ten (East)
3,2016-09-11,13,Iowa (2-0),16,3,,Big Ten (West)
3,2016-09-11,14,Oklahoma (1-1),14,,,Big 12
3,2016-09-11,15,Tennessee (2-0),17,2,,SEC (East)
3,2016-09-11,16,Georgia (2-0),9,7,,SEC (East)
3,2016-09-11,17,Texas A&M (2-0),20,3,,SEC (West)
3,2016-09-11,18,Notre Dame (1-1),18,,,Ind
3,2016-09-11,19,Ole Miss (1-1),19,,,SEC (West)
3,2016-09-11,20,LSU (1-1),21,1,,SEC (West)
3,2016-09-11,21,Baylor (2-0),23,2,,Big 12
3,2016-09-11,22,Oregon (2-0),24,2,,Pac-12 (North)
3,2016-09-11,23,Florida (2-0),,,,SEC (East)
3,2016-09-11,24,Arkansas (2-0),,,,SEC (West)
3,2016-09-11,25,Miami (FL) (2-0),25,,,ACC (Coastal)
2,2016-09-06,1,Alabama (1-0),1,,54,SEC (West)
2,2016-09-06,2,Clemson (1-0),2,,2,ACC (Atlantic)
2,2016-09-06,3,Florida State (1-0),4,1,4,ACC (Atlantic)
2,2016-09-06,4,Ohio State (1-0),6,2,1,Big Ten (East)
2,2016-09-06,5,Michigan (1-0),7,2,1,Big Ten (East)
2,2016-09-06,6,Houston (1-0),15,9,,American (West)
2,2016-09-06,7,Stanford (1-0),8,1,,Pac-12 (North)
2,2016-09-06,8,Washington (1-0),14,6,,Pac-12 (North)
2,2016-09-06,9,Georgia (1-0),18,9,,SEC (East)
2,2016-09-06,10,Wisconsin (1-0),,,,Big Ten (West)
2,2016-09-06,11,Texas (1-0),,,,Big 12
2,2016-09-06,12,Michigan State (1-0),12,,,Big Ten (East)
2,2016-09-06,13,Louisville (1-0),19,6,,ACC (Atlantic)
2,2016-09-06,14,Oklahoma (0-1),3,11,,Big 12
2,2016-09-06,15,Texas Christian (1-0),13,2,,Big 12
2,2016-09-06,16,Iowa (1-0),17,1,,Big Ten (West)
2,2016-09-06,17,Tennessee (1-0),9,8,,SEC (East)
2,2016-09-06,18,Notre Dame (0-1),10,8,,Ind
2,2016-09-06,19,Ole Miss (0-1),11,8,,SEC (West)
2,2016-09-06,20,Texas A&M (1-0),,,,SEC (West)
2,2016-09-06,21,LSU (0-1),5,16,,SEC (West)
2,2016-09-06,22,Oklahoma State (1-0),21,1,,Big 12
2,2016-09-06,23,Baylor (1-0),23,,,Big 12
2,2016-09-06,24,Oregon (1-0),24,,,Pac-12 (North)
2,2016-09-06,25,Miami (FL) (1-0),,,,ACC (Coastal)
1,Preseason,1,Alabama,NA,—,33,SEC (West)
1,Preseason,2,Clemson,NA,—,16,ACC (Atlantic)
1,Preseason,3,Oklahoma,NA,—,4,Big 12
1,Preseason,4,Florida State,NA,—,5,ACC (Atlantic)
1,Preseason,5,LSU,NA,—,1,SEC (West)
1,Preseason,6,Ohio State,NA,—,1,Big Ten (East)
1,Preseason,7,Michigan,NA,—,1,Big Ten (East)
1,Preseason,8,Stanford,NA,—,,Pac-12 (North)
1,Preseason,9,Tennessee,NA,—,,SEC (East)
1,Preseason,10,Notre Dame,NA,—,,Ind
1,Preseason,11,Ole Miss,NA,—,,SEC (West)
1,Preseason,12,Michigan State,NA,—,,Big Ten (East)
1,Preseason,13,Texas Christian,NA,—,,Big 12
1,Preseason,14,Washington,NA,—,,Pac-12 (North)
1,Preseason,15,Houston,NA,—,,American (West)
1,Preseason,16,UCLA,NA,—,,Pac-12 (South)
1,Preseason,17,Iowa,NA,—,,Big Ten (West)
1,Preseason,18,Georgia,NA,—,,SEC (East)
1,Preseason,19,Louisville,NA,—,,ACC (Atlantic)
1,Preseason,20,USC,NA,—,,Pac-12 (South)
1,Preseason,21,Oklahoma State,NA,—,,Big 12
1,Preseason,22,North Carolina,NA,—,,ACC (Coastal)
1,Preseason,23,Baylor,NA,—,,Big 12
1,Preseason,24,Oregon,NA,—,,Pac-12 (North)
1,Preseason,25,Florida,NA,—,,SEC (East)
