Wk,Date,Rk,School,Prev,Chng,1st,Conf
16,Final,1,Alabama,1,,60,SEC (West)
16,Final,2,Texas,2,,,Big 12 (South)
16,Final,3,Florida,5,2,,SEC (East)
16,Final,4,Boise State,6,2,,WAC
16,Final,5,Ohio State,8,3,,Big Ten
16,Final,6,Texas Christian,3,3,,MWC
16,Final,7,Iowa,10,3,,Big Ten
16,Final,8,Cincinnati,4,4,,Big East
16,Final,9,Penn State,11,2,,Big Ten
16,Final,10,Virginia Tech,12,2,,ACC (Coastal)
16,Final,11,Oregon,7,4,,Pac-10
16,Final,12,BYU,15,3,,MWC
16,Final,13,Georgia Tech,9,4,,ACC (Coastal)
16,Final,14,Nebraska,20,6,,Big 12 (North)
16,Final,15,Pitt,17,2,,Big East
16,Final,16,Wisconsin,24,8,,Big Ten
16,Final,17,LSU,13,4,,SEC (West)
16,Final,18,Utah,23,5,,MWC
16,Final,19,Miami (FL),14,5,,ACC (Coastal)
16,Final,20,Ole Miss,,,,SEC (West)
16,Final,21,Texas Tech,,,,Big 12 (South)
16,Final,22,USC,,,,Pac-10
16,Final,23,Central Michigan,25,2,,MAC (West)
16,Final,24,Clemson,,,,ACC (Atlantic)
16,Final,25,West Virginia,18,7,,Big East
15,2009-12-06,1,Alabama (13-0),2,1,58,SEC (West)
15,2009-12-06,2,Texas (13-0),3,1,2,Big 12 (South)
15,2009-12-06,3,Texas Christian (12-0),4,1,,MWC
15,2009-12-06,4,Cincinnati (12-0),5,1,,Big East
15,2009-12-06,5,Florida (12-1),1,4,,SEC (East)
15,2009-12-06,6,Boise State (13-0),6,,,WAC
15,2009-12-06,7,Oregon (10-2),7,,,Pac-10
15,2009-12-06,8,Ohio State (10-2),8,,,Big Ten
15,2009-12-06,9,Georgia Tech (11-2),12,3,,ACC (Coastal)
15,2009-12-06,10,Iowa (10-2),9,1,,Big Ten
15,2009-12-06,11,Penn State (10-2),10,1,,Big Ten
15,2009-12-06,12,Virginia Tech (9-3),11,1,,ACC (Coastal)
15,2009-12-06,13,LSU (9-3),15,2,,SEC (West)
15,2009-12-06,14,Miami (FL) (9-3),17,3,,ACC (Coastal)
15,2009-12-06,15,BYU (10-2),16,1,,MWC
15,2009-12-06,16,Oregon State (8-4),13,3,,Pac-10
15,2009-12-06,17,Pitt (9-3),14,3,,Big East
15,2009-12-06,18,West Virginia (9-3),24,6,,Big East
15,2009-12-06,19,Stanford (8-4),23,4,,Pac-10
15,2009-12-06,20,Nebraska (9-4),21,1,,Big 12 (North)
15,2009-12-06,21,Oklahoma State (9-3),22,1,,Big 12 (South)
15,2009-12-06,22,Arizona (8-4),,,,Pac-10
15,2009-12-06,23,Utah (9-3),,,,MWC
15,2009-12-06,24,Wisconsin (9-3),,,,Big Ten
15,2009-12-06,25,Central Michigan (11-2),,,,MAC (West)
14,2009-11-29,1,Florida (12-0),1,,46,SEC (East)
14,2009-11-29,2,Alabama (12-0),2,,7,SEC (West)
14,2009-11-29,3,Texas (12-0),3,,7,Big 12 (South)
14,2009-11-29,4,Texas Christian (12-0),4,,,MWC
14,2009-11-29,5,Cincinnati (11-0),5,,,Big East
14,2009-11-29,6,Boise State (12-0),6,,,WAC
14,2009-11-29,7,Oregon (9-2),10,3,,Pac-10
14,2009-11-29,8,Ohio State (10-2),9,1,,Big Ten
14,2009-11-29,9,Iowa (10-2),13,4,,Big Ten
14,2009-11-29,10,Penn State (10-2),12,2,,Big Ten
14,2009-11-29,11,Virginia Tech (9-3),14,3,,ACC (Coastal)
14,2009-11-29,12,Georgia Tech (10-2),7,5,,ACC (Coastal)
14,2009-11-29,13,Oregon State (8-3),16,3,,Pac-10
14,2009-11-29,14,Pitt (9-2),8,6,,Big East
14,2009-11-29,15,LSU (9-3),17,2,,SEC (West)
14,2009-11-29,16,BYU (10-2),18,2,,MWC
14,2009-11-29,17,Miami (FL) (9-3),19,2,,ACC (Coastal)
14,2009-11-29,18,Houston (10-2),25,7,,CUSA (West)
14,2009-11-29,19,California (8-3),21,2,,Pac-10
14,2009-11-29,20,USC (8-3),24,4,,Pac-10
14,2009-11-29,21,Nebraska (9-3),,,,Big 12 (North)
14,2009-11-29,22,Oklahoma State (9-3),11,11,,Big 12 (South)
14,2009-11-29,23,Stanford (8-4),,,,Pac-10
14,2009-11-29,24,West Virginia (8-3),,,,Big East
14,2009-11-29,25,Clemson (8-4),15,10,,ACC (Atlantic)
13,2009-11-22,1,Florida (11-0),1,,36,SEC (East)
13,2009-11-22,2,Alabama (11-0),2,,13,SEC (West)
13,2009-11-22,3,Texas (11-0),3,,11,Big 12 (South)
13,2009-11-22,4,Texas Christian (11-0),4,,,MWC
13,2009-11-22,5,Cincinnati (10-0),5,,,Big East
13,2009-11-22,6,Boise State (11-0),6,,,WAC
13,2009-11-22,7,Georgia Tech (10-1),7,,,ACC (Coastal)
13,2009-11-22,8,Pitt (9-1),8,,,Big East
13,2009-11-22,9,Ohio State (10-2),9,,,Big Ten
13,2009-11-22,10,Oregon (9-2),11,1,,Pac-10
13,2009-11-22,11,Oklahoma State (9-2),12,1,,Big 12 (South)
13,2009-11-22,12,Penn State (10-2),13,1,,Big Ten
13,2009-11-22,13,Iowa (10-2),15,2,,Big Ten
13,2009-11-22,14,Virginia Tech (8-3),16,2,,ACC (Coastal)
13,2009-11-22,15,Clemson (8-3),18,3,,ACC (Atlantic)
13,2009-11-22,16,Oregon State (8-3),20,4,,Pac-10
13,2009-11-22,17,LSU (8-3),10,7,,SEC (West)
13,2009-11-22,18,BYU (9-2),19,1,,MWC
13,2009-11-22,19,Miami (FL) (8-3),21,2,,ACC (Coastal)
13,2009-11-22,20,Ole Miss (8-3),,,,SEC (West)
13,2009-11-22,21,California (8-3),,,,Pac-10
13,2009-11-22,22,Utah (9-2),23,1,,MWC
13,2009-11-22,23,North Carolina (8-3),,,,ACC (Coastal)
13,2009-11-22,24,USC (7-3),22,2,,Pac-10
13,2009-11-22,25,Houston (9-2),24,1,,CUSA (West)
12,2009-11-15,1,Florida (10-0),1,,36,SEC (East)
12,2009-11-15,2,Alabama (10-0),3,1,14,SEC (West)
12,2009-11-15,3,Texas (10-0),2,1,10,Big 12 (South)
12,2009-11-15,4,Texas Christian (10-0),4,,,MWC
12,2009-11-15,5,Cincinnati (10-0),5,,,Big East
12,2009-11-15,6,Boise State (10-0),6,,,WAC
12,2009-11-15,7,Georgia Tech (10-1),7,,,ACC (Coastal)
12,2009-11-15,8,Pitt (9-1),8,,,Big East
12,2009-11-15,9,Ohio State (9-2),10,1,,Big Ten
12,2009-11-15,10,LSU (8-2),9,1,,SEC (West)
12,2009-11-15,11,Oregon (8-2),14,3,,Pac-10
12,2009-11-15,12,Oklahoma State (8-2),17,5,,Big 12 (South)
12,2009-11-15,13,Penn State (9-2),19,6,,Big Ten
12,2009-11-15,14,Stanford (7-3),25,11,,Pac-10
12,2009-11-15,15,Iowa (9-2),15,,,Big Ten
12,2009-11-15,16,Virginia Tech (7-3),20,4,,ACC (Coastal)
12,2009-11-15,17,Wisconsin (8-2),21,4,,Big Ten
12,2009-11-15,18,Clemson (7-3),24,6,,ACC (Atlantic)
12,2009-11-15,19,BYU (8-2),22,3,,MWC
12,2009-11-15,20,Oregon State (7-3),,,,Pac-10
12,2009-11-15,21,Miami (FL) (7-3),12,9,,ACC (Coastal)
12,2009-11-15,22,USC (7-3),11,11,,Pac-10
12,2009-11-15,23,Utah (8-2),16,7,,MWC
12,2009-11-15,24,Houston (8-2),13,11,,CUSA (West)
12,2009-11-15,25,Rutgers (7-2),,,,Big East
11,2009-11-08,1,Florida (9-0),1,,39,SEC (East)
11,2009-11-08,2,Texas (9-0),2,,10,Big 12 (South)
11,2009-11-08,3,Alabama (9-0),3,,11,SEC (West)
11,2009-11-08,4,Texas Christian (9-0),6,2,,MWC
11,2009-11-08,5,Cincinnati (9-0),4,1,,Big East
11,2009-11-08,6,Boise State (9-0),5,1,,WAC
11,2009-11-08,7,Georgia Tech (9-1),10,3,,ACC (Coastal)
11,2009-11-08,8,Pitt (8-1),14,6,,Big East
11,2009-11-08,9,LSU (7-2),9,,,SEC (West)
11,2009-11-08,10,Ohio State (8-2),15,5,,Big Ten
11,2009-11-08,11,USC (7-2),12,1,,Pac-10
11,2009-11-08,12,Miami (FL) (7-2),16,4,,ACC (Coastal)
11,2009-11-08,13,Houston (8-1),13,,,CUSA (West)
11,2009-11-08,14,Oregon (7-2),7,7,,Pac-10
11,2009-11-08,15,Iowa (9-1),8,7,,Big Ten
11,2009-11-08,16,Utah (8-1),17,1,,MWC
11,2009-11-08,17,Oklahoma State (7-2),18,1,,Big 12 (South)
11,2009-11-08,18,Arizona (6-2),21,3,,Pac-10
11,2009-11-08,19,Penn State (8-2),11,8,,Big Ten
11,2009-11-08,20,Virginia Tech (6-3),22,2,,ACC (Coastal)
11,2009-11-08,21,Wisconsin (7-2),24,3,,Big Ten
11,2009-11-08,22,BYU (7-2),25,3,,MWC
11,2009-11-08,23,South Florida (6-2),,,,Big East
11,2009-11-08,24,Clemson (6-3),,,,ACC (Atlantic)
11,2009-11-08,25,Stanford (6-3),,,,Pac-10
10,2009-11-01,1,Florida (8-0),1,,38,SEC (East)
10,2009-11-01,2,Texas (8-0),3,1,13,Big 12 (South)
10,2009-11-01,3,Alabama (8-0),2,1,8,SEC (West)
10,2009-11-01,4,Cincinnati (8-0),5,1,,Big East
10,2009-11-01,5,Boise State (8-0),6,1,,WAC
10,2009-11-01,6,Texas Christian (8-0),8,2,,MWC
10,2009-11-01,7,Oregon (7-1),10,3,,Pac-10
10,2009-11-01,8,Iowa (9-0),7,1,,Big Ten
10,2009-11-01,9,LSU (7-1),9,,,SEC (West)
10,2009-11-01,10,Georgia Tech (8-1),11,1,,ACC (Coastal)
10,2009-11-01,11,Penn State (8-1),12,1,,Big Ten
10,2009-11-01,12,USC (6-2),4,8,,Pac-10
10,2009-11-01,13,Houston (7-1),15,2,,CUSA (West)
10,2009-11-01,14,Pitt (7-1),16,2,,Big East
10,2009-11-01,15,Ohio State (7-2),17,2,,Big Ten
10,2009-11-01,16,Miami (FL) (6-2),18,2,,ACC (Coastal)
10,2009-11-01,17,Utah (7-1),19,2,,MWC
10,2009-11-01,18,Oklahoma State (6-2),13,5,,Big 12 (South)
10,2009-11-01,19,Notre Dame (6-2),25,6,,Ind
10,2009-11-01,20,Oklahoma (5-3),22,2,,Big 12 (South)
10,2009-11-01,21,Arizona (5-2),23,2,,Pac-10
10,2009-11-01,22,Virginia Tech (5-3),14,8,,ACC (Coastal)
10,2009-11-01,23,California (6-2),,,,Pac-10
10,2009-11-01,24,Wisconsin (6-2),,,,Big Ten
10,2009-11-01,25,BYU (6-2),,,,MWC
9,2009-10-25,1,Florida (7-0),2,1,30,SEC (East)
9,2009-10-25,2,Alabama (8-0),1,1,23,SEC (West)
9,2009-10-25,3,Texas (7-0),3,,7,Big 12 (South)
9,2009-10-25,4,USC (6-1),4,,,Pac-10
9,2009-10-25,5,Cincinnati (7-0),5,,,Big East
9,2009-10-25,6,Boise State (7-0),6,,,WAC
9,2009-10-25,7,Iowa (8-0),7,,,Big Ten
9,2009-10-25,8,Texas Christian (7-0),10,2,,MWC
9,2009-10-25,9,LSU (6-1),9,,,SEC (West)
9,2009-10-25,10,Oregon (6-1),12,2,,Pac-10
9,2009-10-25,11,Georgia Tech (7-1),11,,,ACC (Coastal)
9,2009-10-25,12,Penn State (7-1),13,1,,Big Ten
