Wk,Date,Rk,School,Prev,Chng,1st,Conf
16,Final,1,Texas,2,1,65,Big 12 (South)
16,Final,2,USC,1,1,,Pac-10
16,Final,3,Penn State,3,,,Big Ten
16,Final,4,Ohio State,4,,,Big Ten
16,Final,5,West Virginia,11,6,,Big East
16,Final,6,LSU,10,4,,SEC (West)
16,Final,7,Virginia Tech,12,5,,ACC (Coastal)
16,Final,8,Alabama,13,5,,SEC (West)
16,Final,9,Notre Dame,5,4,,Ind
16,Final,10,Georgia,8,2,,SEC (East)
16,Final,11,Texas Christian,14,3,,MWC
16,Final,12,Florida,16,4,,SEC (East)
16,Final,12,Oregon,6,6,,Pac-10
16,Final,14,Auburn,7,7,,SEC (West)
16,Final,15,Wisconsin,21,6,,Big Ten
16,Final,16,UCLA,17,1,,Pac-10
16,Final,17,Miami (FL),9,8,,ACC (Coastal)
16,Final,18,Boston College,19,1,,ACC (Atlantic)
16,Final,19,Louisville,15,4,,Big East
16,Final,20,Texas Tech,18,2,,Big 12 (South)
16,Final,21,Clemson,23,2,,ACC (Atlantic)
16,Final,22,Oklahoma,,,,Big 12 (South)
16,Final,23,Florida State,22,1,,ACC (Atlantic)
16,Final,24,Nebraska,,,,Big 12 (North)
16,Final,25,California,,,,Pac-10
15,2005-12-04,1,USC (12-0),1,,56,Pac-10
15,2005-12-04,2,Texas (12-0),2,,9,Big 12 (South)
15,2005-12-04,3,Penn State (10-1),4,1,,Big Ten
15,2005-12-04,4,Ohio State (9-2),6,2,,Big Ten
15,2005-12-04,5,Notre Dame (9-2),7,2,,Ind
15,2005-12-04,6,Oregon (10-1),8,2,,Pac-10
15,2005-12-04,7,Auburn (9-2),9,2,,SEC (West)
15,2005-12-04,8,Georgia (10-2),13,5,,SEC (East)
15,2005-12-04,9,Miami (FL) (9-2),10,1,,ACC (Coastal)
15,2005-12-04,10,LSU (10-2),3,7,,SEC (West)
15,2005-12-04,11,West Virginia (10-1),12,1,,Big East
15,2005-12-04,12,Virginia Tech (10-2),5,7,,ACC (Coastal)
15,2005-12-04,13,Alabama (9-2),14,1,,SEC (West)
15,2005-12-04,14,Texas Christian (10-1),15,1,,MWC
15,2005-12-04,15,Louisville (9-2),16,1,,Big East
15,2005-12-04,16,Florida (8-3),17,1,,SEC (East)
15,2005-12-04,17,UCLA (9-2),11,6,,Pac-10
15,2005-12-04,18,Texas Tech (9-2),18,,,Big 12 (South)
15,2005-12-04,19,Boston College (8-3),19,,,ACC (Atlantic)
15,2005-12-04,20,Michigan (7-4),20,,,Big Ten
15,2005-12-04,21,Wisconsin (9-3),21,,,Big Ten
15,2005-12-04,22,Florida State (8-4),,,,ACC (Atlantic)
