Wk,Date,Rk,School,Prev,Chng,1st,Conf
17,Final,1,Florida State,1,,46,ACC
17,Final,2,Notre Dame,4,2,12,Ind
17,Final,3,Nebraska,2,1,,Big 8
17,Final,4,Auburn,5,1,4,SEC (West)
17,Final,5,Florida,8,3,,SEC (East)
17,Final,6,Wisconsin,9,3,,Big Ten
17,Final,7,West Virginia,3,4,,Big East
17,Final,8,Penn State,13,5,,Big Ten
17,Final,9,Texas A&M,7,2,,SWC
17,Final,10,Arizona,16,6,,Pac-10
17,Final,11,Ohio State,11,,,Big Ten
17,Final,12,Tennessee,6,6,,SEC (East)
17,Final,13,Boston College,15,2,,Big East
17,Final,14,Alabama,18,4,,SEC (West)
17,Final,15,Miami (FL),10,5,,Big East
17,Final,16,Colorado,17,1,,Big 8
17,Final,17,Oklahoma,19,2,,Big 8
17,Final,18,UCLA,14,4,,Pac-10
17,Final,19,North Carolina,12,7,,ACC
17,Final,20,Kansas State,20,,,Big 8
17,Final,21,Michigan,23,2,,Big Ten
17,Final,22,Virginia Tech,22,,,Big East
17,Final,23,Clemson,24,1,,ACC
17,Final,24,Louisville,25,1,,Ind
17,Final,25,California,,,,Pac-10
16,1993-12-07,1,Florida State (11-1-0),1,,42,ACC
16,1993-12-07,2,Nebraska (11-0-0),2,,15,Big 8
16,1993-12-07,3,West Virginia (11-0-0),3,,3,Big East
16,1993-12-07,4,Notre Dame (10-1-0),5,1,1,Ind
16,1993-12-07,5,Auburn (11-0-0),4,1,1,SEC (West)
16,1993-12-07,6,Tennessee (9-1-1),6,,,SEC (East)
16,1993-12-07,7,Texas A&M (10-1-0),7,,,SWC
16,1993-12-07,8,Florida (10-2-0),9,1,,SEC (East)
16,1993-12-07,9,Wisconsin (9-1-1),10,1,,Big Ten
16,1993-12-07,10,Miami (FL) (9-2-0),8,2,,Big East
16,1993-12-07,11,Ohio State (9-1-1),11,,,Big Ten
16,1993-12-07,12,North Carolina (10-2-0),12,,,ACC
16,1993-12-07,13,Penn State (9-2-0),13,,,Big Ten
16,1993-12-07,14,UCLA (8-3-0),14,,,Pac-10
16,1993-12-07,15,Boston College (8-3-0),15,,,Big East
16,1993-12-07,16,Arizona (9-2-0),17,1,,Pac-10
16,1993-12-07,17,Colorado (7-3-1),18,1,,Big 8
16,1993-12-07,18,Alabama (8-3-1),16,2,,SEC (West)
16,1993-12-07,19,Oklahoma (8-3-0),19,,,Big 8
16,1993-12-07,20,Kansas State (8-2-1),20,,,Big 8
16,1993-12-07,21,Indiana (8-3-0),21,,,Big Ten
16,1993-12-07,22,Virginia Tech (8-3-0),22,,,Big East
16,1993-12-07,23,Michigan (7-4-0),23,,,Big Ten
16,1993-12-07,24,Clemson (8-3-0),24,,,ACC
16,1993-12-07,25,Fresno State (8-3-0),,,,WAC
16,1993-12-07,25,Louisville (8-3-0),,,,Ind
15,1993-11-30,1,Florida State (11-1-0),1,,42,ACC
15,1993-11-30,2,Nebraska (11-0-0),2,,17,Big 8
15,1993-11-30,3,West Virginia (11-0-0),5,2,,Big East
15,1993-11-30,4,Auburn (11-0-0),3,1,2,SEC (West)
15,1993-11-30,5,Notre Dame (10-1-0),4,1,,Ind
